run,time_label,time_ns,path_kind,path_score_Acm-2,bottleneck_capacity_Acm-2,bottleneck_x_um,bottleneck_y_um,bottleneck_zone,bottleneck_Je_x_Acm-2,bottleneck_Je_y_Acm-2,bottleneck_Je_mag_Acm-2,bottleneck_Jtotal_Acm-2,bottleneck_electron_cm-3,bottleneck_impact_cm-3s-1,path_length_um,path_max_depth_um,path_channel_fraction,path_UID_fraction,path_substrate_fraction,path_Je_mag_p10_Acm-2,path_electron_p10_cm-3,path_impact_max_cm-3s-1,method,filter_size,endpoint_case,path_points
RUN096,t500ns,500.0,directed,50.9451341,50.9451341,8.12,0.1525,gate/UID-transition,-475.97557700000004,-51.9323317,478.800289239973,478.84762,2969259895000000.0,0.0,16.355,0.225,0.5493732803424028,0.4506267196575971,0.0,150.81366089540157,23722374630000.004,1.29904494e+25,fixed-HEATMAP,1,x2-x18_channel-edge,
RUN096,t500ns,500.0,directed,50.589326,50.589326,8.12,0.1525,gate/UID-transition,-475.97557700000004,-51.9323317,478.800289239973,478.84762,2969259895000000.0,0.0,16.355,0.225,0.5493732803424028,0.4506267196575971,0.0,150.81366089540157,23722374630000.004,1.29904494e+25,fixed-HEATMAP,3,x2-x18_channel-edge,
RUN096,t500ns,500.0,directed,50.223283,50.223283,8.1,0.1525,gate/UID-transition,-489.88514699999996,-51.2104806,492.5545356348823,492.6243655,3211202690000000.0,0.0,16.345,0.22,0.5484857754665036,0.45151422453349654,0.0,150.77104981818673,22854071870000.0,1.29904494e+25,fixed-HEATMAP,5,x2-x18_channel-edge,
RUN096,t500ns,500.0,directed,0.0,0.0,2.0,0.0025,contact-extension,-151.8099735,-151.001461,214.12078198578772,429.750133,2.557655065e+18,0.0,16.59,0.225,0.9222423146473779,0.07775768535262209,0.0,183.56882230113624,24598432440000.004,1.29904494e+25,fixed-HEATMAP,3,x2-x18_surface-only,
RUN096,t500ns,500.0,directed,50.589326,50.589326,8.12,0.1525,gate/UID-transition,-475.97557700000004,-51.9323317,478.800289239973,478.84762,2969259895000000.0,0.0,14.365,0.225,0.5565610859728506,0.4434389140271494,0.0,161.31693672977397,21936021800000.004,1.29904494e+25,fixed-HEATMAP,3,x3-x17_channel-edge,
RUN109,t50ns,50.0,directed,626.366406,626.366406,8.38,0.1525,gate/UID-transition,-3227.130605,-632.866265,3288.6002571158924,3289.3570849999996,7266185380000000.0,0.0,16.405,0.21,0.5513562938128619,0.44864370618713806,0.0,1474.2368044812083,227263849700000.0,1.1629451e+26,fixed-HEATMAP,1,x2-x18_channel-edge,
RUN109,t50ns,50.0,directed,623.890635,623.890635,8.38,0.1525,gate/UID-transition,-3227.130605,-632.866265,3288.6002571158924,3289.3570849999996,7266185380000000.0,0.0,16.400000000000002,0.21,0.5512195121951218,0.448780487804878,0.0,1473.2712746767531,227225547000000.0,1.1629451e+26,fixed-HEATMAP,3,x2-x18_channel-edge,
RUN109,t50ns,50.0,directed,612.758148,612.758148,8.38,0.1525,gate/UID-transition,-3227.130605,-632.866265,3288.6002571158924,3289.3570849999996,7266185380000000.0,0.0,16.375,0.205,0.5511450381679388,0.4488549618320611,0.0,1436.3730391149672,225727730000000.0,1.1629451e+26,fixed-HEATMAP,5,x2-x18_channel-edge,
RUN109,t50ns,50.0,directed,0.0,0.0,2.0,0.0025,contact-extension,-1632.26636,-1519.414975,2230.003438616609,4504.936089999999,2.5575232e+18,0.0,16.560000000000002,0.21,0.9384057971014491,0.06159420289855074,0.0,1509.7468320658616,228129350800000.0,1.1629451e+26,fixed-HEATMAP,3,x2-x18_surface-only,
RUN109,t50ns,50.0,directed,623.890635,623.890635,8.38,0.1525,gate/UID-transition,-3227.130605,-632.866265,3288.6002571158924,3289.3570849999996,7266185380000000.0,0.0,14.33,0.21,0.5561758548499651,0.44382414515003493,0.0,1745.8713998102212,224512503400000.0,1.1629451e+26,fixed-HEATMAP,3,x3-x17_channel-edge,
RUN109,t100ns,100.0,directed,225.162949,225.162949,8.24,0.1525,gate/UID-transition,-1517.673675,-227.670573,1534.6554250378663,1534.935325,5517480680000000.0,0.0,16.345,0.22,0.5484857754665036,0.45151422453349654,0.0,612.7418383464554,93051276700000.0,4.45107418e+25,fixed-HEATMAP,1,x2-x18_channel-edge,
RUN109,t100ns,100.0,directed,224.077556,224.077556,8.24,0.1525,gate/UID-transition,-1517.673675,-227.670573,1534.6554250378663,1534.935325,5517480680000000.0,0.0,16.345,0.22,0.5484857754665036,0.45151422453349654,0.0,611.5274569609599,93051276700000.0,4.45107418e+25,fixed-HEATMAP,3,x2-x18_channel-edge,
RUN109,t100ns,100.0,directed,221.482991,221.482991,8.24,0.1525,gate/UID-transition,-1517.673675,-227.670573,1534.6554250378663,1534.935325,5517480680000000.0,0.0,16.395000000000003,0.215,0.5504727050930159,0.44952729490698373,0.0,592.9805838546856,91261605480000.0,4.45107418e+25,fixed-HEATMAP,5,x2-x18_channel-edge,
RUN109,t100ns,100.0,directed,0.0,0.0,2.0,0.0025,contact-extension,-629.27477,-606.539775,874.0007064159637,1758.29572,2.55737486e+18,0.0,16.58,0.22,0.9288299155609168,0.0711700844390833,0.0,624.8468471550224,95023992740000.0,4.45107418e+25,fixed-HEATMAP,3,x2-x18_surface-only,
RUN109,t100ns,100.0,directed,224.077556,224.077556,8.24,0.1525,gate/UID-transition,-1517.673675,-227.670573,1534.6554250378663,1534.935325,5517480680000000.0,0.0,14.355,0.22,0.5555555555555555,0.4444444444444445,0.0,667.8188858841877,89980094790000.0,4.45107418e+25,fixed-HEATMAP,3,x3-x17_channel-edge,
RUN109,t500ns,500.0,directed,52.0602738,52.0602738,8.12,0.1525,gate/UID-transition,-467.89666,-53.14102815,470.9047178697562,470.948129,2779688370000000.0,0.0,16.365000000000002,0.23,0.5478154598227924,0.45218454017720744,0.0,144.99046672175578,26052224200000.0,1.12926426e+25,fixed-HEATMAP,1,x2-x18_channel-edge,
RUN109,t500ns,500.0,directed,51.5092698,51.5092698,8.12,0.1525,gate/UID-transition,-467.89666,-53.14102815,470.9047178697562,470.948129,2779688370000000.0,0.0,16.355,0.225,0.5481504127178233,0.4518495872821767,0.0,144.09153851294317,25280076400000.0,1.12926426e+25,fixed-HEATMAP,3,x2-x18_channel-edge,
RUN109,t500ns,500.0,directed,51.3932356,51.3932356,8.1,0.1525,gate/UID-transition,-482.71249,-52.47398995,485.55624558157297,485.62449200000003,3019056055000000.0,0.0,16.355,0.225,0.5481504127178233,0.4518495872821767,0.0,144.06247266252734,25280076400000.0,1.12926426e+25,fixed-HEATMAP,5,x2-x18_channel-edge,
RUN109,t500ns,500.0,directed,0.0,0.0,2.0,0.0025,contact-extension,-151.1364685,-148.275177,211.72567209725142,425.0755085,2.557658095e+18,0.0,16.589999999999996,0.225,0.9210367691380352,0.07896323086196508,0.0,176.9503071246335,26086763200000.0,1.12926426e+25,fixed-HEATMAP,3,x2-x18_surface-only,
RUN109,t500ns,500.0,directed,51.5092698,51.5092698,8.12,0.1525,gate/UID-transition,-467.89666,-53.14102815,470.9047178697562,470.948129,2779688370000000.0,0.0,14.365,0.225,0.5551688130873651,0.4448311869126349,0.0,154.40411691525424,23479810440000.004,1.12926426e+25,fixed-HEATMAP,3,x3-x17_channel-edge,
RUN096,t50ns,50.0,scalar,189.70033490340555,189.70033490340555,14.5390625,0.01875,channel-drift,-189.6962115,3.8954209850000003,189.7362036146584,939.759249,59250570950000.0,1.95878386e+24,,0.25,0.9332338375242505,0.06676616247574953,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,195
RUN096,t50ns,50.0,directed,189.65565,189.65565,14.6484375,0.01875,channel-drift,-191.4304795,4.287957185,191.47849763986636,1026.9877015,60354713950000.0,2.57972631e+24,,0.2,0.9529573744937677,0.04704262550623217,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,189
RUN096,t50ns,50.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,4733.72574,2.02404018e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN096,t50ns,50.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-1301.836605,-1638.62333,2092.8126919861256,4281.44344,2.03228573e+18,0.0,,0.2,0.9531206189300503,0.04687938106994968,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,192
RUN096,t50ns,50.0,scalar,189.70033490340555,189.70033490340555,14.5390625,0.01875,channel-drift,-189.6962115,3.8954209850000003,189.7362036146584,939.759249,59250570950000.0,1.95878386e+24,,0.25,0.9238795430397911,0.07612045696020879,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,179
RUN096,t50ns,50.0,directed,189.65565,189.65565,14.6484375,0.01875,channel-drift,-191.4304795,4.287957185,191.47849763986636,1026.9877015,60354713950000.0,2.57972631e+24,,0.2,0.9462886457217844,0.053711354278215655,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,173
RUN096,t100ns,100.0,scalar,62.820020803850596,62.820020803850596,14.5390625,0.01875,channel-drift,-62.896384850000004,1.431546685,62.91267402607081,348.4892265,19609243500000.0,6.618670124999999e+23,,0.25,0.9254793064219315,0.0745206935780684,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,194
RUN096,t100ns,100.0,directed,62.8017656,62.8017656,14.6484375,0.01875,channel-drift,-63.37725925,1.58275706,63.39701972453193,383.17647999999997,19966470900000.0,8.81189675e+23,,0.2,0.9451601949891205,0.054839805010879504,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,188
RUN096,t100ns,100.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,1867.853515,2.023758305e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN096,t100ns,100.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-528.599535,-662.47721,847.5219891965047,1712.95964,2.03203818e+18,0.0,,0.2,0.9453507006451706,0.05464929935482935,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,191
RUN096,t100ns,100.0,scalar,62.820020803850596,62.820020803850596,14.5390625,0.01875,channel-drift,-62.896384850000004,1.431546685,62.91267402607081,348.4892265,19609243500000.0,6.618670124999999e+23,,0.25,0.9150425174598171,0.08495748254018282,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,178
RUN096,t100ns,100.0,directed,62.8017656,62.8017656,14.6484375,0.01875,channel-drift,-63.37725925,1.58275706,63.39701972453193,383.17647999999997,19966470900000.0,8.81189675e+23,,0.2,0.9373765975172142,0.06262340248278549,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,172
RUN096,t500ns,500.0,scalar,13.611281524071266,13.611281524071266,14.5390625,0.01875,channel-drift,-13.682541350000001,0.3462158205,13.686920880491138,86.4097046,4246149900000.0,1.40618158e+23,,0.275,0.90865760323323,0.0913423967667699,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,196
RUN096,t500ns,500.0,directed,13.6063851,13.6063851,14.6484375,0.01875,channel-drift,-13.7095502,0.38173988049999996,13.714863908281563,95.6032804,4310351785000.0,1.8974474800000002e+23,,0.2,0.9451601949891205,0.054839805010879504,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,188
RUN096,t500ns,500.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,464.145108,2.023919215e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN096,t500ns,500.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-133.2636335,-166.363011,213.15686112018173,428.29610049999997,2.03220207e+18,0.0,,0.2,0.9453507006451708,0.054649299354829366,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,191
RUN096,t500ns,500.0,scalar,13.611281524071266,13.611281524071266,14.5390625,0.01875,channel-drift,-13.682541350000001,0.3462158205,13.686920880491138,86.4097046,4246149900000.0,1.40618158e+23,,0.275,0.889947929013614,0.11005207098638595,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,178
RUN096,t500ns,500.0,directed,13.6063851,13.6063851,14.6484375,0.01875,channel-drift,-13.7095502,0.38173988049999996,13.714863908281563,95.6032804,4310351785000.0,1.8974474800000002e+23,,0.2,0.9374666346790959,0.06253336532090409,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,173
RUN109,t50ns,50.0,scalar,222.61789745906952,222.61789745906952,11.8046875,0.01875,channel-drift,-224.361982,0.9021786635,224.36379586134035,226.241412,69554557900000.0,1.1947564735e+20,,0.25,0.9332338376926697,0.06676616230733032,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,195
RUN109,t50ns,50.0,directed,222.617494,222.617494,11.9140625,0.01875,channel-drift,-224.28043,0.20270471845,224.2805216022733,226.5995635,70595581850000.0,2.2035650099999998e+20,,0.2,0.9452191022367213,0.0547808977632787,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,189
RUN109,t50ns,50.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,4932.77524,2.02407601e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN109,t50ns,50.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-1358.546465,-1672.34032,2154.6161243854317,4422.10218,2.032303855e+18,0.0,,0.2,0.9454091995511926,0.05459080044880737,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,192
RUN109,t50ns,50.0,scalar,222.61789745906952,222.61789745906952,11.8046875,0.01875,channel-drift,-224.361982,0.9021786635,224.36379586134035,226.241412,69554557900000.0,1.1947564735e+20,,0.25,0.9238795432587094,0.07612045674129074,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,179
RUN109,t50ns,50.0,directed,222.617494,222.617494,11.9140625,0.01875,channel-drift,-224.28043,0.20270471845,224.2805216022733,226.5995635,70595581850000.0,2.2035650099999998e+20,,0.2,0.9374534015527605,0.06254659844723957,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,173
RUN109,t100ns,100.0,scalar,77.07193866411785,77.07193866411785,14.4296875,0.01875,channel-drift,-77.3929625,1.11535233,77.4009990590977,313.9121935,24063448350000.0,4.6193006449999994e+23,,0.25,0.9254921153049338,0.07450788469506615,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,194
RUN109,t100ns,100.0,directed,77.062985,77.062985,14.5390625,0.01875,channel-drift,-77.2506047,1.2331917,77.2604471141904,344.77265,24178418000000.0,6.148081815e+23,,0.2,0.9451601949891205,0.054839805010879504,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,188
RUN109,t100ns,100.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,1912.52422,2.023765205e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN109,t100ns,100.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-542.851635,-667.553575,860.4159884134266,1742.43732,2.032042e+18,0.0,,0.2,0.9453507006451706,0.05464929935482935,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,191
RUN109,t100ns,100.0,scalar,77.07193866411785,77.07193866411785,14.4296875,0.01875,channel-drift,-77.3929625,1.11535233,77.4009990590977,313.9121935,24063448350000.0,4.6193006449999994e+23,,0.25,0.9150425174598171,0.08495748254018282,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,178
RUN109,t100ns,100.0,directed,77.062985,77.062985,14.5390625,0.01875,channel-drift,-77.2506047,1.2331917,77.2604471141904,344.77265,24178418000000.0,6.148081815e+23,,0.2,0.9373765975172142,0.06262340248278549,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,172
RUN109,t500ns,500.0,scalar,16.386619903977902,16.386619903977902,14.5390625,0.01875,channel-drift,-16.405009200000002,0.2946535155,16.40765515076061,82.7340617,5112806410000.0,1.2612822449999999e+23,,0.275,0.9086220710290687,0.0913779289709314,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,196
RUN109,t500ns,500.0,directed,16.3837438,16.3837438,14.6484375,0.01875,channel-drift,-16.5709411,0.3149034805,16.573932941269558,90.62380285,5229420530000.0,1.67589317e+23,,0.225,0.942240533266243,0.05775946673375712,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,190
RUN109,t500ns,500.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,460.8579675,2.02392146e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN109,t500ns,500.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-132.7554005,-163.1812765,210.36189142067735,423.2342175,2.03220415e+18,0.0,,0.225,0.9424405637417013,0.057559436258298756,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,193
RUN109,t500ns,500.0,scalar,16.386619903977902,16.386619903977902,14.5390625,0.01875,channel-drift,-16.405009200000002,0.2946535155,16.40765515076061,82.7340617,5112806410000.0,1.2612822449999999e+23,,0.275,0.8898989741309217,0.11010102586907825,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,178
RUN109,t500ns,500.0,directed,16.3837438,16.3837438,14.6484375,0.01875,channel-drift,-16.5709411,0.3149034805,16.573932941269558,90.62380285,5229420530000.0,1.67589317e+23,,0.225,0.9341658996438174,0.0658341003561826,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,175
